YouTube_ID,Video_ID,Caption,Frame_Start,Frame_End,FPS,Total_Duration,Total_Frames
gLHv72WyVIA,gLHv72WyVIA_0,A serene lakeside promenade with friends enjoying the moment. Individuals make slight adjustments in their positions; the central figure shifts their stance.,25,1474,25,60.28,1507
v00-VW6TkHI,v00-VW6TkHI_0,"A lively public square with a central fountain and historical buildings. People gather around the fountain, interact with the water, and walk through the square.",0,1453,25,58.16,1454
T4IMUlGBQhs,T4IMUlGBQhs_0,"A luxurious mirrored room with warm ambient lighting. The room remains unchanged, with no movement or alterations observed.",0,1505,25,60.24,1506
rfmbfqfRvkY,rfmbfqfRvkY_0,"An ornate interior of a grand building, likely a mosque. People are standing, sitting, conversing, and using their mobile phones.",0,1460,25,58.48,1462
dSjN2-vBeSA,dSjN2-vBeSA_0,"A lively public square filled with pedestrians and classical architecture. People walk across the square, with new individuals appearing and others leaving; shadows shift as the sun moves.",0,1257,25,50.36,1259
bSyC1gGYssI,bSyC1gGYssI_0,An archaeological excavation site with ancient ruins under soft lighting. No movement or activity is observed; the scene remains unchanged.,0,1448,25,58.08,1452
EJGAzBRenq0,EJGAzBRenq0_0,A bustling urban street scene with diverse pedestrians. People walk in various directions along the sloping street; the buildings and minarets remain unchanged.,0,1455,25,58.28,1457
dEYpFbCdV80,dEYpFbCdV80_0,"A panoramic view from the Parthenon overlooking Athens and the Acropolis. People walk, stand, and interact in the foreground, while the cityscape remains unchanged.",0,1463,25,58.6,1465
QIV2zrFPFao,QIV2zrFPFao_0,"A calm cityscape featuring a large, white semi-circular structure. There is no movement or change in the scene; everything remains still.",0,1468,25,58.8,1470
PvA6DcdiQPw,PvA6DcdiQPw_0,"A tranquil modern urban park with individuals engaged in leisure activities. People sit on benches and walk around the paved area, with minimal movement observed.",0,1427,25,57.12,1428
yB54jhWhTcg,yB54jhWhTcg_0,"A tranquil waterfront scene with elegant buildings and a calm waterway. People gather on a spherical object in the water, increasing from two to four individuals.",0,1471,25,58.88,1472
bhe0juPYywE,bhe0juPYywE_0,"A serene cityscape featuring a mix of historic and modern buildings. The ancient stone structure remains stationary, with no movement observed in the environment.",0,1487,25,59.56,1489
kNbTmuAhw4c,kNbTmuAhw4c_0,"A lively outdoor market at night filled with people and colorful stalls. People walk in various directions, vendors interact with customers, and items are purchased.",0,1708,25,68.4,1710
GqYrqz9sR2M,GqYrqz9sR2M_0,"A lively public gathering in an illuminated plaza during evening. People walk, socialize, and interact near stalls, with the crowd continuously shifting.",0,1483,25,59.4,1485
tcumucOSo_Q,tcumucOSo_Q_0,"A tranquil rural landscape with lush rice paddies and palm trees. The sunlight filters through the trees, maintaining a warm glow over the scene.",0,1445,25,57.84,1446
OKUha6HxZNU,OKUha6HxZNU_0,"A vibrant outdoor night scene with a large crowd around an illuminated fountain. The fountain's water shoots up and changes colors, while people stand closely, some raising arms and recording the moment.",0,1202,25,48.16,1204
hQ_i3RCAlWM,hQ_i3RCAlWM_0,"A tranquil plaza scene centered around an ornate monument with conical minarets. People are seated, standing, and one individual walks across the plaza.",0,1509,25,60.4,1510
4ZBRQqPMqJ8,4ZBRQqPMqJ8_0,"A tranquil urban park with a reflecting pool and buildings. People walk and jog around the pool's edge, their reflections visible on the water.",0,1461,25,58.48,1462
ob7ufflnnKA,ob7ufflnnKA_0,"A lively public square with historical architecture and pedestrian activity. People stroll leisurely across the square, some carrying bags or pushing strollers, while a double-decker bus remains stationary.",0,1522,25,60.92,1523
6kgtl9rwwHQ,6kgtl9rwwHQ_0,An ancient amphitheater with descending seating and a sandy central area. Silhouettes of people move and reposition themselves in the arena.,0,1530,25,61.24,1531
xKEGW6OJJOc,xKEGW6OJJOc_0,"A large aquarium filled with diverse marine life in a public space. People walk by the aquarium, and a person's reflection briefly leans towards it before moving away.",28,1216,25,61.52,1538
gWjf0qkVIU8,gWjf0qkVIU8_0,"A serene park setting with lush greenery and tall trees. People walk along the paths, engage in activities, and sit on benches.",0,1461,25,58.48,1462
HDBseqDbIQ8,HDBseqDbIQ8_0,A high viewpoint overlooking a vast landscape at sunrise or sunset. People near the viewpoint shift positions slightly while taking photographs.,0,1513,25,60.56,1514
PT4-m0Invvw,PT4-m0Invvw_0,"A tranquil park scene with a curved pathway and lush plants. People walk, stand, and converse along the path, entering and exiting the scene.",25,976,25,58.88,1472
K6v0vTktJ5k,K6v0vTktJ5k_0,"A grand architectural complex under a partly cloudy sky. Individuals remain stationary around the building, with no changes in the environment.",0,1479,25,59.24,1481
670cPz2p9ng,670cPz2p9ng_0,"A serene cityscape at twilight with ornate architecture. The minarets and buildings remain unchanged, with no movement observed.",0,1572,25,62.92,1573
dcZpeuHO6O4,dcZpeuHO6O4_0,"A serene coastal scene with a sandy beach and people enjoying leisurely activities. Beachgoers walk, sit, and interact; umbrellas shift slightly in the breeze, and clouds drift across the sky.",0,1096,25,44.16,1104
AQGKP5SrB2Q,AQGKP5SrB2Q_0,A vibrant outdoor shopping area with a colorful canopy and potted plants. The leaves and branches of the plants sway gently in a light breeze.,0,1071,25,42.88,1072
AFInZoLF4e8,AFInZoLF4e8_0,"A grand interior space bustling with shoppers and visitors. People walk along the aisles, gather in groups, and navigate through the area.",0,1464,25,58.64,1466
s38F4S-zFRA,s38F4S-zFRA_0,"A grand open-air courtyard transitions from empty to lively with people. Shadows elongate, individuals walk and gather in the courtyard.",0,1489,25,59.6,1490
UnAljzHPVFU,UnAljzHPVFU_0,"A bustling outdoor public space with a wet pavement and greenery. People walk across the square, and their positions change throughout the scene.",0,1474,25,59.04,1476
mxWKofIiNJM,mxWKofIiNJM_0,"A minimalistic scene featuring a blank white background with an indistinct dark object. The dark object slightly comes into view with a minor adjustment in perspective, but remains unclear and stationary.",1,17044,30,568.17,17045
iSZMDijWpNw,iSZMDijWpNw_0,"A vibrant nighttime gathering around an illuminated monument. The crowd shifts and interacts, becoming denser as more people arrive, and then shows slight dispersal towards the end.",0,771,25,30.88,772
6NeUnBRLf14,6NeUnBRLf14_0,"A tranquil wooded area with dense foliage and a meandering pathway. A person walks steadily along the pathway, while the environment remains unchanged.",25,1339,25,62.16,1554
dfBJ8-d3JjA,dfBJ8-d3JjA_0,"A lively outdoor night market filled with people. Attendees walk around and gather in groups, while a food stall under a green and orange umbrella remains popular.",28,238,25,49.6,1240
dfBJ8-d3JjA,dfBJ8-d3JjA_1,"A lively evening scene at a bustling outdoor market. People continuously move among the stalls, interacting and shopping.",292,784,25,49.6,1240
dfBJ8-d3JjA,dfBJ8-d3JjA_2,"A lively night market bustling with people. Attendees browse stalls, interact with vendors, and navigate through the crowd.",871,1156,25,49.6,1240
oxWezKBi7_I,oxWezKBi7_I_0,"A grand historic building with ornate architecture. The building, trees, and sky remain unchanged, with a cobblestone pavement in the foreground.",0,1477,25,59.12,1478
4MMBQpAfDQI,4MMBQpAfDQI_0,"An expansive and historically rich corridor with architectural features. Visitors casually explore the corridor, with some using mobility aids.",0,1016,25,40.68,1017
S4u6YC9P6is,S4u6YC9P6is_0,A serene waterfront promenade with historical and modern buildings. People walk along the water's edge and some are seated; cloud patterns subtly shift.,0,1904,25,76.24,1906
jL9K7JM9OtA,jL9K7JM9OtA_0,"An archaeological excavation site with groups of people exploring and studying. People walk along ramps, gather in groups, and examine the site while the earthen mound remains unchanged.",0,1439,25,57.64,1441
B7NoqEHz15Y,B7NoqEHz15Y_0,"A tranquil urban park scene with wet pavements and a notable minaret. A person in bright pink shorts dances dynamically, while others walk or stand around the plaza.",0,1062,25,42.56,1064
1PotnqLO3jY,1PotnqLO3jY_0,"An opulent indoor space with classical architecture and grand design. The room remains empty and still, with no movement or changes observed.",0,1459,25,58.48,1462
9amJ8TPzmBg,9amJ8TPzmBg_0,"A serene landscaped garden with geometric hedges and a classical building. A person walks along a path, gradually moving closer and then further away.",0,1448,25,57.96,1449
1J6ppCDPhY0,1J6ppCDPhY0_0,"A tranquil alleyway in an old European town. A subtle shadow appears, and a small group of people stands near a building entrance.",0,2285,25,91.44,2286
W-rba5JzmQ8,W-rba5JzmQ8_0,"A serene garden with a circular flower bed and ornamental structure. The flower bed remains unchanged, and the sunlight casts consistent shadows.",0,1509,25,60.44,1511
lreNIzzQOVg,lreNIzzQOVg_0,A tranquil desert landscape at dusk with silhouetted mountains. A small dark object appears on the sand in the foreground.,0,1512,25,60.8,1520
wD85ABm2XwM,wD85ABm2XwM_3,"A serene landscape with a calm body of turquoise water and a lush park. People move slightly within the park, and shadows shift as the sun changes position.",1398,1764,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_4,A serene outdoor scene by a calm body of water with hills and an amphitheater. A boat with individuals shows minimal movement while the surroundings remain still.,1851,2219,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_5,"A tranquil natural scene with a rocky stream bed and dense trees. The rocks and boulders remain stationary, with no movement in the foliage or mountains.",2308,2663,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_6,"A tranquil scene with a small waterfall and a clear pool surrounded by greenery. The waterfall flows steadily, creating ripples in the pool below.",2759,3123,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_7,"A tranquil forest scene with a curved wooden walkway. The walkway winds through the lush greenery, inviting exploration.",3209,3542,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_0,"A tranquil lakeside scene with a clear sky and mountains in the background. The church remains still by the shore, with no movement observed in the landscape or water.",60,407,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_1,"A serene lakeside scene with calm water and greenery. The grass sways gently in the breeze, while the boat remains moored at the pier.",495,852,30,119.93,3598
wD85ABm2XwM,wD85ABm2XwM_2,"A serene outdoor setting overlooking a large body of water, surrounded by greenery and mountains. Visitors sit on benches, some using binoculars, while the pathway leads to the platform.",945,1307,30,119.93,3598
huMg3nZkTy4,huMg3nZkTy4_0,An unchanging view of a well-stocked store interior. There is no movement or activity of objects; the scene remains still.,0,1453,25,58.2,1455
CsDPndYQO6E,CsDPndYQO6E_0,"A grand, warmly lit interior space with an ornate entryway. Individuals casually move and reposition within the lobby.",0,1489,25,59.6,1490
XWBcZx6M9Sg,XWBcZx6M9Sg_0,"A grand historical building interior with ornate architecture. People gradually enter and walk along the aisles, some pausing to appreciate the architecture.",0,1338,25,53.6,1340
Ms_OWg5Eg4k,Ms_OWg5Eg4k_3,"A serene beach scene with clear blue skies and distant mountains. People stroll along the beach, shadows elongate as the sun moves.",2763,3615,30,180.3,5409
Ms_OWg5Eg4k,Ms_OWg5Eg4k_4,"A bustling urban plaza with a distinctive multi-level building and construction cranes. People walk, gather in groups, take photographs, and use mobile devices, with some entering and exiting the scene.",3689,4497,30,180.3,5409
Ms_OWg5Eg4k,Ms_OWg5Eg4k_5,"A serene waterfront scene with a dock and a city skyline. People walk along the walkway and pier, with some moving towards the entrance booth.",4593,5321,30,180.3,5409
Ms_OWg5Eg4k,Ms_OWg5Eg4k_0,"A serene outdoor scene with a lake and city skyline. The sun shines brightly, and the lake remains calm with no movement or changes.",30,867,30,180.3,5409
Ms_OWg5Eg4k,Ms_OWg5Eg4k_1,A tranquil urban park scene with a paved walkway and surrounding greenery. A person approaches but stops and remains stationary.,954,1777,30,180.3,5409
Ms_OWg5Eg4k,Ms_OWg5Eg4k_2,"A lively waterfront promenade filled with people and diverse architecture. People walk, jog, and cycle along the promenade, with shadows subtly shifting as time passes.",1863,2676,30,180.3,5409
2yTNa-I4XM8,2yTNa-I4XM8_0,"A grand, empty hall with classical architecture and a central water feature. Two individuals enter, walk across the hall, and then exit, leaving the space empty again.",0,1489,25,59.64,1491
Vrm6fNxEvNA,Vrm6fNxEvNA_0,A serene yacht floats on calm ocean waters under a clear sky. One person steers the yacht while another moves slightly on the deck.,0,1865,25,74.68,1867
